id,title,description,availability,condition,price,link,image_link,brand,google_product_category,additional_image_link,availability_circle_origin.latitude,availability_circle_origin.longitude,availability_circle_radius,availability_circle_radius_unit,availability_postal_codes
curso-pagina_52,Inteligência Artificial,Inteligência Artificial - Semipresencial - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/graduacao/semipresencial/inteligencia-artificial,https://storage.googleapis.com/cms-site-integrado/inteligencia_artificial_semipresencial_b72c581fc5/inteligencia_artificial_semipresencial_b72c581fc5.png,Grupo Integrado,Educação > Graduação,https://storage.googleapis.com/cms-site-integrado/medium_inteligencia_artificial_semipresencial_b72c581fc5/medium_inteligencia_artificial_semipresencial_b72c581fc5.png,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_30,Gestão da Qualidade,Gestão da Qualidade - EAD - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/graduacao/ead/gestao-da-qualidade,https://storage.googleapis.com/cms-site-integrado/gestao_qualidade_56189109a8/gestao_qualidade_56189109a8.webp,Grupo Integrado,Educação > EAD,https://storage.googleapis.com/cms-site-integrado/large_gestao_qualidade_56189109a8/large_gestao_qualidade_56189109a8.webp,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_63,MBA em Gestão de Marketing,MBA em Gestão de Marketing - EAD - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/pos-graduacao/ead/mba-em-gestao-de-marketing,https://storage.googleapis.com/cms-site-integrado/mba_em_gestao_de_marketing_c1fb84e476/mba_em_gestao_de_marketing_c1fb84e476.webp,Grupo Integrado,Educação > EAD,https://storage.googleapis.com/cms-site-integrado/large_mba_em_gestao_de_marketing_c1fb84e476/large_mba_em_gestao_de_marketing_c1fb84e476.webp,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_68,Docência na Educação Superior,Docência na Educação Superior - EAD - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/pos-graduacao/ead/docencia-na-educacao-superior,https://storage.googleapis.com/cms-site-integrado/docencia_na_educacao_superior_b0321de74c/docencia_na_educacao_superior_b0321de74c.webp,Grupo Integrado,Educação > EAD,https://storage.googleapis.com/cms-site-integrado/large_docencia_na_educacao_superior_b0321de74c/large_docencia_na_educacao_superior_b0321de74c.webp,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_54,Administração,Administração - Semipresencial - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/graduacao/semipresencial/administracao,https://storage.googleapis.com/cms-site-integrado/administracao_e0f0497e54/administracao_e0f0497e54.webp,Grupo Integrado,Educação > Administração,,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_73,MBA em Gestão da Assistência em Saúde ,MBA em Gestão da Assistência em Saúde  - EAD - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/pos-graduacao/ead/mba-em-gestao-da-assistencia-em-saude,https://storage.googleapis.com/cms-site-integrado/mba_em_gestao_da_assistencia_em_saude_94ff5ff54a/mba_em_gestao_da_assistencia_em_saude_94ff5ff54a.webp,Grupo Integrado,Educação > EAD,https://storage.googleapis.com/cms-site-integrado/large_mba_em_gestao_da_assistencia_em_saude_94ff5ff54a/large_mba_em_gestao_da_assistencia_em_saude_94ff5ff54a.webp,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_71,Jornalismo Digital: Novas Narrativas e Estratégias de Conteúdo,Jornalismo Digital: Novas Narrativas e Estratégias de Conteúdo - EAD - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/pos-graduacao/ead/jornalismo-digital-novas-narrativas-e-estrategias-de-conteudo,https://storage.googleapis.com/cms-site-integrado/jornalismo_digital_novas_narrativas_e_estrategias_de_conteudo_81473d29b7/jornalismo_digital_novas_narrativas_e_estrategias_de_conteudo_81473d29b7.webp,Grupo Integrado,Educação > EAD,https://storage.googleapis.com/cms-site-integrado/large_jornalismo_digital_novas_narrativas_e_estrategias_de_conteudo_81473d29b7/large_jornalismo_digital_novas_narrativas_e_estrategias_de_conteudo_81473d29b7.webp,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_58,"MBA Agro360: Gestão, Inovação e Estratégia","MBA Agro360: Gestão, Inovação e Estratégia - EAD - Grupo Integrado. Educação de qualidade e tradição.",in stock,new,0.00 BRL,https://www.grupointegrado.br/pos-graduacao/ead/mba-agro360-gestao-inovacao-e-estrategia,https://storage.googleapis.com/cms-site-integrado/mba_agro360_gestao_inovacao_e_estrategia_97bab5cb53/mba_agro360_gestao_inovacao_e_estrategia_97bab5cb53.webp,Grupo Integrado,Educação > EAD,https://storage.googleapis.com/cms-site-integrado/large_mba_agro360_gestao_inovacao_e_estrategia_97bab5cb53/large_mba_agro360_gestao_inovacao_e_estrategia_97bab5cb53.webp,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_74,"MBA em DevOps, DevSecOps e Cloud","MBA em DevOps, DevSecOps e Cloud - EAD - Grupo Integrado. Educação de qualidade e tradição.",in stock,new,0.00 BRL,https://www.grupointegrado.br/pos-graduacao/ead/mba-em-devops-devsecops-e-cloud,https://storage.googleapis.com/cms-site-integrado/mba_em_devops_devsecops_e_cloud_c765980a7e/mba_em_devops_devsecops_e_cloud_c765980a7e.webp,Grupo Integrado,Educação > EAD,https://storage.googleapis.com/cms-site-integrado/large_mba_em_devops_devsecops_e_cloud_c765980a7e/large_mba_em_devops_devsecops_e_cloud_c765980a7e.webp,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_75,Saúde Pública,Saúde Pública - EAD - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/pos-graduacao/ead/saude-publica,https://storage.googleapis.com/cms-site-integrado/saude_publica_b8a4f45076/saude_publica_b8a4f45076.webp,Grupo Integrado,Educação > EAD,https://storage.googleapis.com/cms-site-integrado/large_saude_publica_b8a4f45076/large_saude_publica_b8a4f45076.webp,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_77,Banco de Dados,Banco de Dados - EAD - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/pos-graduacao/ead/banco-de-dados,https://storage.googleapis.com/cms-site-integrado/banco_de_dados_b3d7da4b4c/banco_de_dados_b3d7da4b4c.webp,Grupo Integrado,Educação > EAD,https://storage.googleapis.com/cms-site-integrado/large_banco_de_dados_b3d7da4b4c/large_banco_de_dados_b3d7da4b4c.webp,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_80,Manipulação Farmacêutica,Manipulação Farmacêutica - EAD - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/pos-graduacao/ead/manipulacao-farmaceutica,https://storage.googleapis.com/cms-site-integrado/manipulacao_farmaceutica_fa58f36f8e/manipulacao_farmaceutica_fa58f36f8e.webp,Grupo Integrado,Educação > EAD,https://storage.googleapis.com/cms-site-integrado/large_manipulacao_farmaceutica_fa58f36f8e/large_manipulacao_farmaceutica_fa58f36f8e.webp,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_72,Direito Trabalhista e Previdenciário,Direito Trabalhista e Previdenciário - EAD - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/pos-graduacao/ead/direito-trabalhista-e-previdenciario,https://storage.googleapis.com/cms-site-integrado/direito_trabalhista_e_previdenciario_d75365cc9e/direito_trabalhista_e_previdenciario_d75365cc9e.webp,Grupo Integrado,Educação > Direito,https://storage.googleapis.com/cms-site-integrado/large_direito_trabalhista_e_previdenciario_d75365cc9e/large_direito_trabalhista_e_previdenciario_d75365cc9e.webp,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_70,MBA em Gestão de Projetos e Metodologias Ágeis,MBA em Gestão de Projetos e Metodologias Ágeis - EAD - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/pos-graduacao/ead/mba-em-gestao-de-projetos-e-metodologias-ageis,https://storage.googleapis.com/cms-site-integrado/mba_em_gestao_de_projetos_e_metodologias_ageis_fd8baa0e75/mba_em_gestao_de_projetos_e_metodologias_ageis_fd8baa0e75.webp,Grupo Integrado,Educação > EAD,https://storage.googleapis.com/cms-site-integrado/large_mba_em_gestao_de_projetos_e_metodologias_ageis_fd8baa0e75/large_mba_em_gestao_de_projetos_e_metodologias_ageis_fd8baa0e75.webp,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_79,Treinamento Personalizado,Treinamento Personalizado - EAD - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/pos-graduacao/ead/treinamento-personalizado,https://storage.googleapis.com/cms-site-integrado/treinamento_personalizado_95d36e0f36/treinamento_personalizado_95d36e0f36.webp,Grupo Integrado,Educação > EAD,https://storage.googleapis.com/cms-site-integrado/large_treinamento_personalizado_95d36e0f36/large_treinamento_personalizado_95d36e0f36.webp,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_81,MBA em Gestão Contábil e Finanças Empresariais,MBA em Gestão Contábil e Finanças Empresariais - EAD - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/pos-graduacao/ead/mba-em-gestao-contabil-e-financas-empresariais,https://storage.googleapis.com/cms-site-integrado/mba_em_gestao_contabil_e_financas_empresariais_0d7fb2d02f/mba_em_gestao_contabil_e_financas_empresariais_0d7fb2d02f.webp,Grupo Integrado,Educação > EAD,https://storage.googleapis.com/cms-site-integrado/large_mba_em_gestao_contabil_e_financas_empresariais_0d7fb2d02f/large_mba_em_gestao_contabil_e_financas_empresariais_0d7fb2d02f.webp,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_65,Ergonomia e Saúde do Trabalho,Ergonomia e Saúde do Trabalho - EAD - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/pos-graduacao/ead/ergonomia-e-saude-do-trabalho,https://storage.googleapis.com/cms-site-integrado/ergonomia_e_saude_do_trabalho_4bad10ceb3/ergonomia_e_saude_do_trabalho_4bad10ceb3.webp,Grupo Integrado,Educação > EAD,https://storage.googleapis.com/cms-site-integrado/large_ergonomia_e_saude_do_trabalho_4bad10ceb3/large_ergonomia_e_saude_do_trabalho_4bad10ceb3.webp,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_60,Pedagogia: Abordagens de Desenvolvimento e Aprendizagem,Pedagogia: Abordagens de Desenvolvimento e Aprendizagem - EAD - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/pos-graduacao/ead/pedagogia-abordagens-de-desenvolvimento-e-aprendizagem,https://storage.googleapis.com/cms-site-integrado/pedagogia_abordagens_de_desenvolvimento_e_aprendizagem_650a357fa7/pedagogia_abordagens_de_desenvolvimento_e_aprendizagem_650a357fa7.webp,Grupo Integrado,Educação > EAD,https://storage.googleapis.com/cms-site-integrado/large_pedagogia_abordagens_de_desenvolvimento_e_aprendizagem_650a357fa7/large_pedagogia_abordagens_de_desenvolvimento_e_aprendizagem_650a357fa7.webp,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_62,Saúde Mental nas Organizações ,Saúde Mental nas Organizações  - EAD - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/pos-graduacao/ead/saude-mental-nas-organizacoes,https://storage.googleapis.com/cms-site-integrado/saude_mental_nas_organizacoes_4628711381/saude_mental_nas_organizacoes_4628711381.webp,Grupo Integrado,Educação > EAD,https://storage.googleapis.com/cms-site-integrado/large_saude_mental_nas_organizacoes_4628711381/large_saude_mental_nas_organizacoes_4628711381.webp,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_76,Engenharia de Software,Engenharia de Software - EAD - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/pos-graduacao/ead/engenharia-de-software,https://storage.googleapis.com/cms-site-integrado/engenharia_de_software_3716aca5d7/engenharia_de_software_3716aca5d7.webp,Grupo Integrado,Educação > Engenharia,https://storage.googleapis.com/cms-site-integrado/large_engenharia_de_software_3716aca5d7/large_engenharia_de_software_3716aca5d7.webp,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_136,Educação Física - Licenciatura,Educação Física - Licenciatura - Semipresencial - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/graduacao/semipresencial/educacao-fisica-licenciatura,https://storage.googleapis.com/cms-site-integrado/educacao_fisica_licenciatura_semipresencial_1614557e52/educacao_fisica_licenciatura_semipresencial_1614557e52.png,Grupo Integrado,Educação > Graduação,https://storage.googleapis.com/cms-site-integrado/large_educacao_fisica_licenciatura_semipresencial_1614557e52/large_educacao_fisica_licenciatura_semipresencial_1614557e52.png,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_78,Práticas Inovadoras na Educação,Práticas Inovadoras na Educação - EAD - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/pos-graduacao/ead/praticas-inovadoras-na-educacao,https://storage.googleapis.com/cms-site-integrado/praticas_inovadoras_na_educacao_423b0bd34c/praticas_inovadoras_na_educacao_423b0bd34c.webp,Grupo Integrado,Educação > EAD,https://storage.googleapis.com/cms-site-integrado/medium_praticas_inovadoras_na_educacao_423b0bd34c/medium_praticas_inovadoras_na_educacao_423b0bd34c.webp,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_119_img1,Terapia Ocupacional,Terapia Ocupacional - Presencial - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/graduacao/presencial/terapia-ocupacional,https://storage.googleapis.com/cms-site-integrado/integrado_Catalogo_Presencial_Terapia_Ocupacional1920x1080_ec23f51d94/integrado_Catalogo_Presencial_Terapia_Ocupacional1920x1080_ec23f51d94.png,Grupo Integrado,Educação > Graduação,https://storage.googleapis.com/cms-site-integrado/large_integrado_Catalogo_Presencial_Terapia_Ocupacional1920x1080_ec23f51d94/large_integrado_Catalogo_Presencial_Terapia_Ocupacional1920x1080_ec23f51d94.png,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_119_img2,Terapia Ocupacional,Terapia Ocupacional - Presencial - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/graduacao/presencial/terapia-ocupacional,https://storage.googleapis.com/cms-site-integrado/integrado_Catalogo_Presencial_Terapia_Ocupacional1080x1080_e2abc49d11/integrado_Catalogo_Presencial_Terapia_Ocupacional1080x1080_e2abc49d11.png,Grupo Integrado,Educação > Graduação,https://storage.googleapis.com/cms-site-integrado/large_integrado_Catalogo_Presencial_Terapia_Ocupacional1080x1080_e2abc49d11/large_integrado_Catalogo_Presencial_Terapia_Ocupacional1080x1080_e2abc49d11.png,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_84,Docência na Educação Superior em Saúde,Docência na Educação Superior em Saúde - EAD - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/pos-graduacao/ead/docencia-na-educacao-superior-em-saude,https://storage.googleapis.com/cms-site-integrado/docencia_na_educacao_superior_em_saude_53ad605868/docencia_na_educacao_superior_em_saude_53ad605868.webp,Grupo Integrado,Educação > EAD,https://storage.googleapis.com/cms-site-integrado/large_docencia_na_educacao_superior_em_saude_53ad605868/large_docencia_na_educacao_superior_em_saude_53ad605868.webp,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_82,Assistência Técnica e Extensão Rural,Assistência Técnica e Extensão Rural - EAD - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/pos-graduacao/ead/assistencia-tecnica-e-extensao-rural,https://storage.googleapis.com/cms-site-integrado/assistencia_tecnica_e_extensao_rural_4aaa5f035e/assistencia_tecnica_e_extensao_rural_4aaa5f035e.webp,Grupo Integrado,Educação > EAD,https://storage.googleapis.com/cms-site-integrado/medium_assistencia_tecnica_e_extensao_rural_4aaa5f035e/medium_assistencia_tecnica_e_extensao_rural_4aaa5f035e.webp,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_142,FullStack e Desenvolvimento Inteligente,FullStack e Desenvolvimento Inteligente - EAD - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/pos-graduacao/ead/fullstack-e-desenvolvimento-inteligente,https://storage.googleapis.com/cms-site-integrado/149_BANNER_SITE_POS_FULLSTACK_2025_Centro_Universitario_d99a7d25a8/149_BANNER_SITE_POS_FULLSTACK_2025_Centro_Universitario_d99a7d25a8.png,Grupo Integrado,Educação > EAD,https://storage.googleapis.com/cms-site-integrado/large_149_BANNER_SITE_POS_FULLSTACK_2025_Centro_Universitario_d99a7d25a8/large_149_BANNER_SITE_POS_FULLSTACK_2025_Centro_Universitario_d99a7d25a8.png,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_88,"MBA em Auditoria, Controladoria e Perícia Contábil","MBA em Auditoria, Controladoria e Perícia Contábil - EAD - Grupo Integrado. Educação de qualidade e tradição.",in stock,new,0.00 BRL,https://www.grupointegrado.br/pos-graduacao/ead/mba-em-auditoria-controladoria-e-pericia-contabil,https://storage.googleapis.com/cms-site-integrado/mba_em_auditoria_controladoria_e_pericia_contabil_685b0415da/mba_em_auditoria_controladoria_e_pericia_contabil_685b0415da.webp,Grupo Integrado,Educação > EAD,https://storage.googleapis.com/cms-site-integrado/large_mba_em_auditoria_controladoria_e_pericia_contabil_685b0415da/large_mba_em_auditoria_controladoria_e_pericia_contabil_685b0415da.webp,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_87,Design de Interiores e Conforto Ambiental,Design de Interiores e Conforto Ambiental - EAD - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/pos-graduacao/ead/design-de-interiores-e-conforto-ambiental,https://storage.googleapis.com/cms-site-integrado/design_de_interiores_e_conforto_ambiental_209817327c/design_de_interiores_e_conforto_ambiental_209817327c.webp,Grupo Integrado,Educação > EAD,https://storage.googleapis.com/cms-site-integrado/large_design_de_interiores_e_conforto_ambiental_209817327c/large_design_de_interiores_e_conforto_ambiental_209817327c.webp,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_90,Engenharia e Gestão da Produção,Engenharia e Gestão da Produção - EAD - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/pos-graduacao/ead/engenharia-e-gestao-da-producao,https://storage.googleapis.com/cms-site-integrado/engenharia_e_gestao_da_producao_b11dbbd817/engenharia_e_gestao_da_producao_b11dbbd817.webp,Grupo Integrado,Educação > Engenharia,https://storage.googleapis.com/cms-site-integrado/large_engenharia_e_gestao_da_producao_b11dbbd817/large_engenharia_e_gestao_da_producao_b11dbbd817.webp,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_104,Fisiologia Vegetal e Desenvolvimento de Plantas,Fisiologia Vegetal e Desenvolvimento de Plantas - EAD - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/pos-graduacao/ead/fisiologia-vegetal-e-desenvolvimento-de-plantas,https://storage.googleapis.com/cms-site-integrado/fisiologia_vegetal_e_desenvolvimento_de_plantas_f6870ae6b2/fisiologia_vegetal_e_desenvolvimento_de_plantas_f6870ae6b2.webp,Grupo Integrado,Educação > EAD,https://storage.googleapis.com/cms-site-integrado/large_fisiologia_vegetal_e_desenvolvimento_de_plantas_f6870ae6b2/large_fisiologia_vegetal_e_desenvolvimento_de_plantas_f6870ae6b2.webp,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_92,MBA em Gestão Empresarial,MBA em Gestão Empresarial - EAD - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/pos-graduacao/ead/mba-em-gestao-empresarial,https://storage.googleapis.com/cms-site-integrado/mba_em_gestao_empresarial_572dcc0e5c/mba_em_gestao_empresarial_572dcc0e5c.webp,Grupo Integrado,Educação > EAD,https://storage.googleapis.com/cms-site-integrado/large_mba_em_gestao_empresarial_572dcc0e5c/large_mba_em_gestao_empresarial_572dcc0e5c.webp,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_94,Fisioterapia Hospitalar,Fisioterapia Hospitalar - EAD - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/pos-graduacao/ead/fisioterapia-hospitalar,https://storage.googleapis.com/cms-site-integrado/fisioterapia_hospitalar_3a4748e27d/fisioterapia_hospitalar_3a4748e27d.webp,Grupo Integrado,Educação > EAD,https://storage.googleapis.com/cms-site-integrado/large_fisioterapia_hospitalar_3a4748e27d/large_fisioterapia_hospitalar_3a4748e27d.webp,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_102,Farmácia Clínica e Hospitalar,Farmácia Clínica e Hospitalar - EAD - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/pos-graduacao/ead/farmacia-clinica-e-hospitalar,https://storage.googleapis.com/cms-site-integrado/farmacia_clinica_e_hospitalar_73e409cbeb/farmacia_clinica_e_hospitalar_73e409cbeb.webp,Grupo Integrado,Educação > EAD,https://storage.googleapis.com/cms-site-integrado/large_farmacia_clinica_e_hospitalar_73e409cbeb/large_farmacia_clinica_e_hospitalar_73e409cbeb.webp,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_96,MBA em Gestão de Negócios Inovadores,MBA em Gestão de Negócios Inovadores - EAD - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/pos-graduacao/ead/mba-em-gestao-de-negocios-inovadores,https://storage.googleapis.com/cms-site-integrado/mba_em_gestao_de_negocios_inovadores_6b86d0292d/mba_em_gestao_de_negocios_inovadores_6b86d0292d.webp,Grupo Integrado,Educação > EAD,https://storage.googleapis.com/cms-site-integrado/large_mba_em_gestao_de_negocios_inovadores_6b86d0292d/large_mba_em_gestao_de_negocios_inovadores_6b86d0292d.webp,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_115,Fisiologia do Exercício,Fisiologia do Exercício - EAD - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/pos-graduacao/ead/fisiologia-do-exercicio,https://storage.googleapis.com/cms-site-integrado/fisiologia_do_exercicio_a6e2a46a46/fisiologia_do_exercicio_a6e2a46a46.webp,Grupo Integrado,Educação > EAD,https://storage.googleapis.com/cms-site-integrado/large_fisiologia_do_exercicio_a6e2a46a46/large_fisiologia_do_exercicio_a6e2a46a46.webp,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_100,MBA em Gestão Pública,MBA em Gestão Pública - EAD - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/pos-graduacao/ead/mba-em-gestao-publica,https://storage.googleapis.com/cms-site-integrado/mba_em_gestao_publica_6dccbd39eb/mba_em_gestao_publica_6dccbd39eb.webp,Grupo Integrado,Educação > EAD,https://storage.googleapis.com/cms-site-integrado/large_mba_em_gestao_publica_6dccbd39eb/large_mba_em_gestao_publica_6dccbd39eb.webp,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
curso-pagina_89,MBA em Gestão de Saúde,MBA em Gestão de Saúde - EAD - Grupo Integrado. Educação de qualidade e tradição.,in stock,new,0.00 BRL,https://www.grupointegrado.br/pos-graduacao/ead/mba-em-gestao-de-saude,https://storage.googleapis.com/cms-site-integrado/mba_em_gestao_de_saude_fe3a1dc7f7/mba_em_gestao_de_saude_fe3a1dc7f7.webp,Grupo Integrado,Educação > EAD,https://storage.googleapis.com/cms-site-integrado/large_mba_em_gestao_de_saude_fe3a1dc7f7/large_mba_em_gestao_de_saude_fe3a1dc7f7.webp,-24.043300,-52.378100,80,km,"87300-000,87301-000,87302-000,87303-000,87304-000,87305-000,87306-000,87307-000,87308-000,87309-000"
